dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1573938000,2019-11-16 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.5,-0.96,2.78,6.25,1009,,,93,4.1,310,,,,,90,804,Clouds,overcast clouds,04n
1573941600,2019-11-16 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.93,-1.98,1.67,6.16,1009,,,93,4.6,270,,,,,90,804,Clouds,overcast clouds,04n
1573945200,2019-11-16 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.01,-1.18,2,6.01,1009,,,93,3.6,270,,,,,75,803,Clouds,broken clouds,04n
1573948800,2019-11-17 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.92,-0.41,1.67,5.92,1010,,,86,2.1,260,,,,,75,803,Clouds,broken clouds,04n
1573952400,2019-11-17 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.42,-2.22,1.67,5.82,1010,,,93,4.1,270,,,,,75,803,Clouds,broken clouds,04n
1573956000,2019-11-17 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.64,-1.96,1.67,5.86,1010,,,93,4.1,270,,,,,75,803,Clouds,broken clouds,04n
1573959600,2019-11-17 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.47,-2.16,1,5.85,1010,,,93,4.1,270,,,,,75,803,Clouds,broken clouds,04n
1573963200,2019-11-17 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.34,-1.61,1,5.88,1011,,,93,3.1,270,,,,,75,803,Clouds,broken clouds,04n
1573966800,2019-11-17 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.77,-2.27,0,5.74,1011,,,93,3.1,260,,,,,75,803,Clouds,broken clouds,04n
1573970400,2019-11-17 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.31,-3.35,0,5.7,1012,,,100,4.1,270,,,,,75,803,Clouds,broken clouds,04n
1573974000,2019-11-17 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.32,-3.51,0,5.62,1012,,,92,4.1,290,,,,,75,803,Clouds,broken clouds,04n
1573977600,2019-11-17 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.29,-3.55,0,5.48,1013,,,92,4.1,300,,,,,75,803,Clouds,broken clouds,04d
1573981200,2019-11-17 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.01,-2.69,0,5.69,1014,,,93,4.1,300,,,,,75,803,Clouds,broken clouds,04d
1573984800,2019-11-17 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.86,-0.38,1.67,6.72,1015,,,86,3.6,310,,,,,40,802,Clouds,scattered clouds,03d
1573988400,2019-11-17 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.4,0.4,4.44,7.09,1015,,,75,4.6,320,,,,,40,802,Clouds,scattered clouds,03d
1573992000,2019-11-17 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.61,1.45,5.66,7.4,1016,,,75,5.1,340,,,,,40,802,Clouds,scattered clouds,03d
1573995600,2019-11-17 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.6,2.49,5,7.78,1016,,,75,3.6,340,,,,,40,802,Clouds,scattered clouds,03d
1573999200,2019-11-17 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.84,1.72,6.11,7.86,1016,,,75,5.1,340,,,,,40,802,Clouds,scattered clouds,03d
1574002800,2019-11-17 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.87,2.45,6.11,7.93,1017,,,75,4.1,330,,,,,20,801,Clouds,few clouds,02d
1574006400,2019-11-17 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.96,1.58,5,7.71,1017,,,81,4.1,320,,,,,20,801,Clouds,few clouds,02d
1574010000,2019-11-17 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5,0.25,3.89,7.54,1017,,,86,4.6,320,,,,,75,803,Clouds,broken clouds,04n
1574013600,2019-11-17 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.83,0.88,4.95,7.51,1018,,,86,5.1,330,,,,,75,803,Clouds,broken clouds,04n
1574017200,2019-11-17 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.55,1.46,4.81,7.48,1018,,,93,4.1,350,,,,,20,801,Clouds,few clouds,02n
1574020800,2019-11-17 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.15,0.08,4.73,6.11,1020,,,86,5.1,330,,,,,20,801,Clouds,few clouds,02n
1574024400,2019-11-17 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.81,-0.6,3,7.45,1020,,,93,4.1,340,,,,,20,801,Clouds,few clouds,02n
1574028000,2019-11-17 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.11,-1.42,2,7.33,1020,,,93,4.1,310,,,,,20,801,Clouds,few clouds,02n
1574031600,2019-11-17 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.5,-2.48,1,6.94,1020,,,93,4.6,310,,,,,20,801,Clouds,few clouds,02n
1574035200,2019-11-18 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.9,-3.17,0.56,6.6,1020,,,93,4.6,300,,,,,20,801,Clouds,few clouds,02n
1574038800,2019-11-18 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.97,-3.91,-1,6.41,1019,,,92,4.1,310,,,,,20,801,Clouds,few clouds,02n
1574042400,2019-11-18 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.82,-3.73,-1,6.25,1019,,,92,3.6,280,,,,,20,801,Clouds,few clouds,02n
1574046000,2019-11-18 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0,-3.97,-2,5.98,1019,,,92,2.6,260,,,,,20,801,Clouds,few clouds,02n
1574049600,2019-11-18 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.53,-4.57,-3,5.27,1020,,,92,2.6,270,,,,,20,801,Clouds,few clouds,02n
1574053200,2019-11-18 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.7,-6.01,-3,5.2,1019,,,100,4.6,280,,,,,20,801,Clouds,few clouds,02n
1574056800,2019-11-18 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-1.24,-5.92,-3,5.37,1019,,,100,3.6,280,,,,,20,801,Clouds,few clouds,02n
1574060400,2019-11-18 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-1.53,-5.2,-3,5.21,1019,,,100,2.1,260,,,,,20,801,Clouds,few clouds,02n
1574064000,2019-11-18 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-1.19,-5.66,-3,5.05,1019,,,92,3.1,270,,,,,75,803,Clouds,broken clouds,04d
1574067600,2019-11-18 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.19,-3.06,-2.22,5.59,1019,,,92,1,0,,,,,75,803,Clouds,broken clouds,04d
1574071200,2019-11-18 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.69,-1.5,0,6.61,1018,,,100,2.1,280,,,,,40,802,Clouds,scattered clouds,03d
1574074800,2019-11-18 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.56,2.26,3,7.42,1018,,,86,1,0,,,,,75,803,Clouds,broken clouds,04d
1574078400,2019-11-18 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.31,3.97,5,8.07,1018,,,75,1,0,,,,,40,802,Clouds,scattered clouds,03d
1574082000,2019-11-18 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.66,4.78,7,8.34,1017,,,75,2.1,110,,,,,75,803,Clouds,broken clouds,04d
1574085600,2019-11-18 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.37,4.94,7.78,9,1017,,,66,2.6,140,,,,,40,802,Clouds,scattered clouds,03d
1574089200,2019-11-18 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.05,4.71,6.67,9,1017,,,70,2.6,150,,,,,75,803,Clouds,broken clouds,04d
1574092800,2019-11-18 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.49,3.6,4.73,7.78,1016,,,81,2.1,130,,,,,75,803,Clouds,broken clouds,04d
1574096400,2019-11-18 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.06,1.72,2.78,6.93,1016,,,86,2.6,150,,,,,75,803,Clouds,broken clouds,04n
1574100000,2019-11-18 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.23,0.75,2.22,6.96,1016,,,86,2.6,150,,,,,75,803,Clouds,broken clouds,04n
1574103600,2019-11-18 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.52,0.74,2.78,7.45,1015,,,86,3.1,150,,,,,75,803,Clouds,broken clouds,04n
1574107200,2019-11-18 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.91,1.55,3.33,7.7,1016,,,86,2.6,170,,,,,75,803,Clouds,broken clouds,04n
1574110800,2019-11-18 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.94,2.35,3.33,7.97,1014,,,86,1.5,0,,,,,75,803,Clouds,broken clouds,04n
1574114400,2019-11-18 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.55,2.09,2.78,7.9,1014,,,93,1.5,130,,,,,75,803,Clouds,broken clouds,04n
1574118000,2019-11-18 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.7,1.63,1,8.27,1014,,,100,1,170,,,,,40,802,Clouds,scattered clouds,03n
1574121600,2019-11-19 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.52,2.06,1.67,8.53,1013,,,93,1.5,140,,,,,40,802,Clouds,scattered clouds,03n
1574125200,2019-11-19 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.8,2.37,5.56,8.91,1013,,,75,4.1,150,,,,,75,803,Clouds,broken clouds,04n
1574128800,2019-11-19 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.28,2.02,6.11,9.15,1012,,,81,5.7,150,,,,,75,803,Clouds,broken clouds,04n
1574132400,2019-11-19 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.47,4.41,6.67,9.22,1012,,,81,2.6,80,,,,,75,803,Clouds,broken clouds,04n
1574136000,2019-11-19 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.92,4.6,6.67,9.44,1011,,,81,3.1,150,,,,,75,803,Clouds,broken clouds,04n
1574139600,2019-11-19 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.89,4.21,7.22,8.33,1010,,,81,3.6,150,0.25,,,,75,500,Rain,light rain,10n
1574143200,2019-11-19 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.99,1.81,7.78,8.33,1010,,,81,7.2,160,,,,,75,803,Clouds,broken clouds,04n
1574146800,2019-11-19 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.62,2.57,7.78,10.06,1009,,,81,7.2,150,,,,,75,803,Clouds,broken clouds,04n
1574150400,2019-11-19 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.96,2.5,8.07,10,1009,,,87,8.2,150,,,,,75,803,Clouds,broken clouds,04d
1574154000,2019-11-19 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.86,5.25,8.32,9.92,1009,,,87,4.1,130,,,,,75,300,Drizzle,light intensity drizzle,09d
1574157600,2019-11-19 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.81,6.33,8.33,10.56,1008,,,76,3.6,160,,,,,75,803,Clouds,broken clouds,04d
1574161200,2019-11-19 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.99,3.52,8.49,10.56,1007,,,81,8.2,150,,,,,75,803,Clouds,broken clouds,04d
1574164800,2019-11-19 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,10.26,4.1,8.87,11,1007,,,87,8.2,150,,,,,75,310,Drizzle,light intensity drizzle rain,09d
1574168400,2019-11-19 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,10.25,4.44,8.89,11,1008,,,87,7.7,160,,,,,75,310,Drizzle,light intensity drizzle rain,09d
1574172000,2019-11-19 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.55,4.77,8.89,10.46,1008,,,71,5.1,210,,,,,40,802,Clouds,scattered clouds,03d
1574175600,2019-11-19 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.89,5.06,7.22,10.56,1007,,,81,4.1,220,,,,,40,802,Clouds,scattered clouds,03d
1574179200,2019-11-19 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.96,5.55,6,10.1,1007,,,75,1.5,0,,,,,40,802,Clouds,scattered clouds,03d
1574182800,2019-11-19 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.73,2.71,3.33,9.43,1008,,,81,2.1,260,,,,,40,802,Clouds,scattered clouds,03n
1574186400,2019-11-19 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.38,2.4,1.67,9.12,1008,,,86,0.5,360,,,,,40,802,Clouds,scattered clouds,03n
1574190000,2019-11-19 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.42,0.55,1.11,8.83,1007,,,93,1.81,156,,,,,40,802,Clouds,scattered clouds,03n
1574193600,2019-11-19 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.01,-0.36,0,8.76,1008,,,100,1,0,,,,,40,802,Clouds,scattered clouds,03n
1574197200,2019-11-19 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.35,-1.95,0,8.86,1008,,,93,3.6,110,,,,,40,802,Clouds,scattered clouds,03n
1574200800,2019-11-19 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.36,-1.07,0.56,8.95,1007,,,100,2.6,110,,,,,75,803,Clouds,broken clouds,04n
1574204400,2019-11-19 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.04,0.32,1,9.32,1005,,,93,1.5,90,,,,,75,803,Clouds,broken clouds,04n
1574208000,2019-11-20 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.26,-0.02,2,9.56,1005,,,100,2.6,130,,,,,75,803,Clouds,broken clouds,04n
1574211600,2019-11-20 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.18,3.04,2.78,9.82,1004,,,100,1.5,0,,,,,75,803,Clouds,broken clouds,04n
1574215200,2019-11-20 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.96,3.35,3.33,9.99,1004,,,93,2.1,160,,,,,75,803,Clouds,broken clouds,04n
1574218800,2019-11-20 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.49,4.38,6.67,10.06,1003,,,100,3.6,130,1.78,,,,75,501,Rain,moderate rain,10n
1574222400,2019-11-20 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.72,3.39,8,10.11,1003,,,100,7.2,160,3.05,,,,75,501,Rain,moderate rain,10n
1574226000,2019-11-20 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.22,3.32,8.71,10.12,1002,,,100,8.2,150,1.52,,,,75,501,Rain,moderate rain,10n
1574229600,2019-11-20 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.06,2.35,8.33,10.11,1002,,,100,9.3,150,2.03,,,,75,501,Rain,moderate rain,10n
1574233200,2019-11-20 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.77,2.84,8,10.07,1002,,,93,7.7,160,0.76,,,,75,500,Rain,light rain,10n
1574236800,2019-11-20 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.31,4.33,8.33,10,1002,,,87,6.2,150,0.51,,,,75,500,Rain,light rain,10d
1574240400,2019-11-20 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.94,3.05,8.33,9.99,1002,,,93,7.7,140,1.52,,,,75,501,Rain,moderate rain,10d
1574244000,2019-11-20 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.28,2.36,8.33,10.12,1005,,,93,9.3,150,0.25,,,,75,500,Rain,light rain,10d
1574247600,2019-11-20 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.25,1.27,8.33,10,1004,,,93,10.8,150,0.51,,,,75,500,Rain,light rain,10d
1574251200,2019-11-20 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.3,1.68,8.43,10,1004,,,93,10.3,160,0.51,,,,75,500,Rain,light rain,10d
1574254800,2019-11-20 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.05,1.61,8.29,10,1002,,,81,9.3,160,,,,,75,803,Clouds,broken clouds,04d
1574258400,2019-11-20 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.11,0.99,8.42,9.52,1002,,,81,10.3,150,,,,,75,803,Clouds,broken clouds,04d
1574262000,2019-11-20 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.99,0.49,8.21,9.44,1001,,,81,10.8,150,,,,,75,803,Clouds,broken clouds,04d
1574265600,2019-11-20 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.6,0.72,7.91,9.19,1002,,,81,9.8,140,,,,,75,803,Clouds,broken clouds,04d
1574269200,2019-11-20 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.08,-0.11,7.44,8.94,1002,,,75,9.8,140,,,,,75,803,Clouds,broken clouds,04n
1574272800,2019-11-20 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.96,0.44,7.22,8.78,1002,,,75,8.8,140,,,,,75,803,Clouds,broken clouds,04n
1574276400,2019-11-20 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.59,0.26,6.89,8.55,1002,,,70,8.2,140,,,,,75,500,Rain,light rain,10n
1574280000,2019-11-20 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.58,-0.53,6.89,8.44,1002,,,70,9.3,140,,,,,75,803,Clouds,broken clouds,04n
1574283600,2019-11-20 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.24,0.02,6.78,8.35,1001,,,75,8.2,140,,,,,75,803,Clouds,broken clouds,04n
1574287200,2019-11-20 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.56,0.57,6.88,8.17,1001,,,70,7.7,140,,,,,75,803,Clouds,broken clouds,04n
1574290800,2019-11-20 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.48,0.3,6.67,8.19,1001,,,75,8.2,140,,,,,75,500,Rain,light rain,10n
1574294400,2019-11-21 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.5,0.67,6.67,8.32,1000,,,75,7.7,140,,,,,75,803,Clouds,broken clouds,04n
1574298000,2019-11-21 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.9,1.35,7.22,8.44,1000,,,81,7.7,140,,,,,75,803,Clouds,broken clouds,04n
1574301600,2019-11-21 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.95,1.41,7.25,8.53,1000,,,81,7.7,140,,,,,75,803,Clouds,broken clouds,04n
1574305200,2019-11-21 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.62,1.02,7,8.58,1000,,,81,7.7,130,,,,,75,803,Clouds,broken clouds,04n
1574308800,2019-11-21 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.65,1.76,7,8.59,999,,,81,6.7,130,,,,,75,803,Clouds,broken clouds,04n
1574312400,2019-11-21 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.35,1.05,6.11,8.58,1000,,,81,7.2,130,0.25,,,,75,500,Rain,light rain,10n
1574316000,2019-11-21 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.04,1.43,6.67,8.16,1000,,,93,6.7,130,0.51,,,,75,500,Rain,light rain,10n
1574319600,2019-11-21 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.86,1.56,6.11,8.05,1000,,,93,6.2,140,1.02,,,,75,501,Rain,moderate rain,10n
1574323200,2019-11-21 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.96,2.25,6.62,8.01,1001,,,87,5.1,130,1.52,,,,75,501,Rain,moderate rain,10n
1574326800,2019-11-21 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.94,2.23,6.44,7.81,1001,,,87,5.1,120,1.52,,,,90,501,Rain,moderate rain,10d
1574330400,2019-11-21 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.41,1.37,5.56,7.64,1000,,,93,5.7,120,1.27,,,,90,501,Rain,moderate rain,10d
1574334000,2019-11-21 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.63,1.86,5.56,7.51,1001,,,87,5.1,130,0.51,,,,75,500,Rain,light rain,10d
1574337600,2019-11-21 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.88,2.31,6.39,7.47,1000,,,81,4.6,130,,,,,75,803,Clouds,broken clouds,04d
1574341200,2019-11-21 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.87,1.95,6.27,7.4,1000,,,81,5.1,120,,,,,75,803,Clouds,broken clouds,04d
1574344800,2019-11-21 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.96,2.06,6.35,7.41,999,,,81,5.1,100,,,,,75,803,Clouds,broken clouds,04d
1574348400,2019-11-21 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.48,1.65,5.56,7.31,999,,,86,5.1,110,,,,,75,803,Clouds,broken clouds,04d
1574352000,2019-11-21 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.58,2.12,6,7.33,999,,,75,4.1,120,,,,,75,803,Clouds,broken clouds,04d
1574355600,2019-11-21 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.57,1.75,6,7.41,999,,,75,4.6,120,,,,,75,803,Clouds,broken clouds,04n
1574359200,2019-11-21 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.42,1.77,5.56,7.42,997,,,81,4.6,120,,,,,75,803,Clouds,broken clouds,04n
1574362800,2019-11-21 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.69,2.09,5.56,7.5,996,,,81,4.6,100,,,,,75,803,Clouds,broken clouds,04n
1574366400,2019-11-21 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.78,1.84,5.56,7.63,996,,,81,5.1,100,,,,,75,803,Clouds,broken clouds,04n
1574370000,2019-11-21 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.45,1.46,5.56,7.76,995,,,81,5.1,110,1.27,,,,75,501,Rain,moderate rain,10n
1574373600,2019-11-21 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6,0.66,5.56,7.45,995,,,86,5.7,90,1.27,,,,75,501,Rain,moderate rain,10n
1574377200,2019-11-21 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.99,0.86,5.56,7.4,995,,,93,5.7,100,0.76,,,,75,500,Rain,light rain,10n
1574380800,2019-11-22 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.98,1.27,5.56,7.35,994,,,93,5.1,90,0.51,,,,75,500,Rain,light rain,10n
1574384400,2019-11-22 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.11,2,5.56,7.46,993,,,100,4.6,100,0.51,,,,75,500,Rain,light rain,10n
1574388000,2019-11-22 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.02,1.54,5.56,7.46,993,,,100,5.1,100,1.02,,,,75,501,Rain,moderate rain,10n
1574391600,2019-11-22 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.95,1.03,5.56,6.35,992,,,100,5.7,100,0.25,,,,75,500,Rain,light rain,10n
1574395200,2019-11-22 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.2,1.76,6,7.77,992,,,100,5.1,90,,,,,75,500,Rain,light rain,10n
1574398800,2019-11-22 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.51,3.53,6,8.04,992,,,100,3.1,100,,,,,75,500,Rain,light rain,10n
1574402400,2019-11-22 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.87,3.39,6.09,7.95,993,,,93,3.6,100,,,,,75,500,Rain,light rain,10n
1574406000,2019-11-22 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.79,1.83,5.84,7.9,992,,,93,5.7,90,,,,,75,310,Drizzle,light intensity drizzle rain,09n
1574409600,2019-11-22 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.86,3.03,5.94,7.9,992,,,93,4.1,100,0.51,,,,75,310,Drizzle,light intensity drizzle rain,09n
1574409600,2019-11-22 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.86,3.03,5.94,7.9,992,,,93,4.1,100,0.51,,,,75,500,Rain,light rain,10n
1574413200,2019-11-22 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.97,2.46,6.02,7.85,991,,,93,5.1,100,,,,,75,310,Drizzle,light intensity drizzle rain,09d
1574416800,2019-11-22 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.41,3.49,6.52,8.12,991,,,87,4.1,100,,,,,75,803,Clouds,broken clouds,04d
1574420400,2019-11-22 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.91,3.19,6.67,8.33,991,,,93,5.7,100,,,,,75,500,Rain,light rain,10d
1574424000,2019-11-22 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.83,3.3,7.19,8.13,990,,,87,5.1,110,1.27,,,,40,520,Rain,light intensity shower rain,09d
1574427600,2019-11-22 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.01,3.31,6.11,9,990,,,81,5.1,100,,,,,40,520,Rain,light intensity shower rain,09d
1574431200,2019-11-22 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.01,2.31,6,8.33,990,,,87,5.1,110,3.3,,,,75,520,Rain,light intensity shower rain,09d
1574434800,2019-11-22 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.42,2.31,5.56,7.99,991,,,87,4.1,170,2.29,,,,75,520,Rain,light intensity shower rain,09d
1574438400,2019-11-22 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.98,4.49,5.56,7.76,992,,,93,0.5,360,1.02,,,,75,501,Rain,moderate rain,10d
1574442000,2019-11-22 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.58,2.19,4.44,7.75,992,,,93,3.1,50,0.51,,,,75,500,Rain,light rain,10n
1574445600,2019-11-22 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.86,4,3.89,8.25,992,,,93,1,0,0.25,,,,75,500,Rain,light rain,10n
1574449200,2019-11-22 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.63,3.72,3.89,8.18,991,,,93,1,0,0.51,,,,75,500,Rain,light rain,10n
1574452800,2019-11-22 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.7,3.04,4.44,8.38,991,,,93,2.1,320,1.27,,,,75,501,Rain,moderate rain,10n
1574456400,2019-11-22 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.01,4.04,5,8.22,992,,,100,1.5,100,1.02,,,,75,501,Rain,moderate rain,10n
